subscription_id,customer_id,customer_name,customer_email,plan,region,mrr,subscription_start,subscription_end,status,churned_at,downgraded_from_mrr,expanded_to_mrr,recorded_at
ee65a90e,d3257dea,Jordan Brown,jordan.brown@umbrella.co,enterprise,us-west,1508,2024-08-08,2024-10-25,,,,,2026-05-05T00:43:38.486387+00:00
efce15bd,58ff69d2,Quinn Johnson,quinn.johnson@initech.net,growth,eu,399,2024-08-20,2025-04-09,active,,,,2026-05-05T00:43:38.486394+00:00
99b62506,0b1aa12d,Jordan Johnson,jordan.johnson@acme.com,growth,eu,393,2024-08-30,2024-10-31,,,,,2026-05-05T00:43:38.486404+00:00
fc3103fc,040c84a6,Riley Johnson,riley.johnson@umbrella.co,starter,apac,106,2024-01-31,2024-12-24,active,,,,2026-05-05T00:43:38.486412+00:00
47d2189e,1da70271,Casey Garcia,casey.garcia@acme.com,enterprise,us-west,1490,2024-05-27,2025-04-27,churned,2025-05-10,,,2026-05-05T00:43:38.486420+00:00
3856ac51,d475f9f7,Riley Garcia,riley.garcia@acme.com,enterprise,us-west,1504,2024-04-24,2024-07-16,churned,2024-08-21,,,2026-05-05T00:43:38.486428+00:00
daedd3ab,e0c679d4,Casey Smith,casey.smith@globex.io,growth,eu,406,2024-10-12,,active,,,,2026-05-05T00:43:38.486436+00:00
df929b92,97d517e0,Morgan Miller,morgan.miller@acme.com,growth,us-east,400,2024-01-04,2024-05-03,active,,,,2026-05-05T00:43:38.486444+00:00
2810b4cc,66a8b593,Quinn Davis,quinn.davis@initech.net,starter,eu,105,2024-04-20,2024-11-26,active,,,,2026-05-05T00:43:38.486452+00:00
e9bb0465,01734217,Jordan Smith,jordan.smith@globex.io,enterprise,us-east,1499,2024-10-17,2025-09-15,active,,,,2026-05-05T00:43:38.486460+00:00
1f426688,f9e49ee9,Quinn Davis,quinn.davis@cyberdyne.tech,enterprise,eu,1491,2024-05-19,2025-01-28,,,,,2026-05-05T00:43:38.486468+00:00
7634f6b5,a6cf5875,Quinn Johnson,quinn.johnson@initech.net,starter,apac,105,2024-02-28,2024-09-19,,2024-10-26,,,2026-05-05T00:43:38.486477+00:00
3f8cb2cc,b51e15ab,Quinn Smith,quinn.smith@acme.com,enterprise,us-west,1498,2024-01-24,2024-06-12,active,,,,2026-05-05T00:43:38.486484+00:00
f0652349,2db9cd06,Jordan Smith,jordan.smith@umbrella.co,starter,us-west,97,2024-05-28,2024-12-09,churned,2024-12-20,,,2026-05-05T00:43:38.486492+00:00
d9bdea09,fda1c533,Riley Johnson,riley.johnson@umbrella.co,growth,apac,306,2024-04-27,2025-02-05,downgraded,,406,,2026-05-05T00:43:38.486500+00:00
79c307a0,d068ded5,Quinn Miller,quinn.miller@umbrella.co,starter,apac,,2024-02-09,2024-08-15,active,,,,2026-05-05T00:43:38.486510+00:00
5773b52d,952e8837,Dana Garcia,dana.garcia@acme.com,starter,us-east,99,2024-03-28,2025-03-07,active,,,,2026-05-05T00:43:38.486518+00:00
1ea7dc17,a015b297,Jordan Miller,jordan.miller@initech.net,starter,eu,102,2024-10-28,,churned,2025-07-02,,,2026-05-05T00:43:38.486527+00:00
5b66d606,e973d716,Jordan Brown,jordan.brown@initech.net,starter,us-west,91,2024-09-18,2025-09-05,active,,,,2026-05-05T00:43:38.486535+00:00
cc08087e,94ce6365,Taylor Williams,taylor.williams@cyberdyne.tech,starter,us-east,92,2024-03-15,2024-08-21,,,,,2026-05-05T00:43:38.486544+00:00
6a1d2096,e408c000,Dana Garcia,dana.garcia@initech.net,starter,us-east,109,2024-09-09,2025-06-01,active,,,,2026-05-05T00:43:38.486552+00:00
6cf00087,47576699,Alex Garcia,alex.garcia@cyberdyne.tech,growth,apac,403,2024-06-04,2024-11-19,active,,,,2026-05-05T00:43:38.486560+00:00
853bc351,5f138cb7,Casey Johnson,casey.johnson@acme.com,growth,apac,390,2024-01-30,2024-09-02,churned,2024-10-04,,,2026-05-05T00:43:38.486569+00:00
87668722,4bfe4251,Dana Brown,dana.brown@initech.net,growth,us-west,407,2024-10-10,2024-11-28,,2024-12-30,,,2026-05-05T00:43:38.486577+00:00
5848e61c,af83e739,Jordan Williams,jordan.williams@acme.com,starter,apac,103,2024-02-22,2024-09-12,active,,,,2026-05-05T00:43:38.486585+00:00
8dad8d76,9b704789,Morgan Garcia,morgan.garcia@initech.net,growth,apac,50,2024-09-24,2025-08-30,downgraded,,405,,2026-05-05T00:43:38.486593+00:00
79809b97,1e40b17b,Riley Johnson,riley.johnson@initech.net,growth,apac,408,2024-01-27,2025-01-12,active,,,,2026-05-05T00:43:38.486601+00:00
8c02c4d8,74503ca2,Jordan Williams,jordan.williams@initech.net,growth,apac,397,2024-03-17,2024-10-01,active,,,,2026-05-05T00:43:38.486609+00:00
f5548538,de994c6a,Quinn Garcia,quinn.garcia@globex.io,starter,us-east,108,2024-02-13,2024-08-17,churned,2024-09-29,,,2026-05-05T00:43:38.486617+00:00
ae1bee95,7d4e788d,Alex Garcia,alex.garcia@initech.net,enterprise,us-west,1502,2024-09-17,2025-04-18,active,,,,2026-05-05T00:43:38.486625+00:00
1dee926a,7af84537,Morgan Williams,morgan.williams@acme.com,growth,us-east,404,2024-04-08,2024-08-29,active,,,,2026-05-05T00:43:38.486633+00:00
3db48d2d,376b9d30,Riley Williams,riley.williams@cyberdyne.tech,enterprise,us-west,1506,2024-09-26,2024-11-12,,,,,2026-05-05T00:43:38.486640+00:00
ee004169,12b848d5,Alex Miller,alex.miller@initech.net,starter,apac,108,2024-03-25,2024-12-02,churned,2024-12-17,,,2026-05-05T00:43:38.486649+00:00
e4951961,206b9487,Taylor Jones,taylor.jones@umbrella.co,enterprise,eu,,2024-08-17,2025-01-11,downgraded,,1498,,2026-05-05T00:43:38.486657+00:00
0e0dafcd,9e7ce08f,Casey Miller,casey.miller@cyberdyne.tech,enterprise,us-west,1507,2024-08-13,2025-05-04,active,,,,2026-05-05T00:43:38.486665+00:00
df3031bd,c5f835a0,Alex Davis,alex.davis@initech.net,starter,us-east,108,2024-03-11,2024-08-14,churned,2024-08-20,,,2026-05-05T00:43:38.486673+00:00
9eb0632e,c093a3bc,Dana Williams,dana.williams@umbrella.co,growth,us-west,391,2024-03-23,2024-09-06,active,,,,2026-05-05T00:43:38.486681+00:00
4dc37c3c,2caa3581,Alex Miller,alex.miller@cyberdyne.tech,growth,apac,400,2024-01-14,2024-09-10,active,,,,2026-05-05T00:43:38.486688+00:00
35e89972,b5e567d6,Riley Johnson,riley.johnson@initech.net,starter,us-east,100,2024-04-24,,churned,2024-06-13,,,2026-05-05T00:43:38.486697+00:00
1ca903f8,608e2c92,Dana Smith,dana.smith@acme.com,growth,us-west,404,2024-03-12,2024-12-05,active,,,,2026-05-05T00:43:38.486705+00:00
0bdd7287,07c0b4bd,Jordan Jones,jordan.jones@globex.io,starter,us-east,106,2024-09-27,2025-05-29,active,,,,2026-05-05T00:43:38.486713+00:00
c94113a5,d329fe50,Jordan Davis,jordan.davis@cyberdyne.tech,starter,us-west,102,2024-08-22,2024-10-21,active,,,,2026-05-05T00:43:38.486720+00:00
7275da33,ce2f6167,Alex Garcia,alex.garcia@globex.io,enterprise,us-east,1493,2024-05-29,2025-01-31,,2025-02-11,,,2026-05-05T00:43:38.486730+00:00
e95881d6,ddf69eef,Alex Miller,alex.miller@umbrella.co,enterprise,apac,1500,2024-02-04,2024-11-27,active,,,,2026-05-05T00:43:38.486738+00:00
f22af91e,e76e2ddf,Jordan Garcia,jordan.garcia@globex.io,growth,us-east,397,2024-01-09,2024-08-06,churned,2024-09-15,,,2026-05-05T00:43:38.486746+00:00
bdd332c1,4aa92565,Riley Garcia,riley.garcia@globex.io,enterprise,apac,399,2024-03-09,2024-04-28,downgraded,,1499,,2026-05-05T00:43:38.486755+00:00
0f68333a,e11e05d2,Dana Smith,dana.smith@initech.net,enterprise,us-west,1494,2024-03-10,2024-05-09,,,,,2026-05-05T00:43:38.486762+00:00
b6af1a6a,d9e7fc78,Quinn Davis,quinn.davis@initech.net,starter,us-west,,2024-06-07,2025-03-25,active,,,,2026-05-05T00:43:38.486770+00:00
79a5dd42,21fd3dd1,Riley Jones,riley.jones@acme.com,growth,apac,400,2024-01-25,2025-01-22,churned,2025-02-18,,,2026-05-05T00:43:38.486778+00:00
60a90fa1,e3ee714d,Morgan Davis,morgan.davis@umbrella.co,enterprise,eu,1503,2024-07-16,2025-02-02,active,,,,2026-05-05T00:43:38.486786+00:00
d7c7368e,4f81eda1,Morgan Jones,morgan.jones@initech.net,starter,eu,102,2024-02-10,,active,,,,2026-05-05T00:43:38.486794+00:00
a4e9cc50,b40c810a,Quinn Williams,quinn.williams@umbrella.co,enterprise,us-east,1498,2024-06-05,,active,,,,2026-05-05T00:43:38.486802+00:00
f8499313,af8c3ab5,Alex Johnson,alex.johnson@umbrella.co,enterprise,us-west,1500,2024-08-10,2025-01-25,active,,,,2026-05-05T00:43:38.486810+00:00
584b8bc9,36200500,Morgan Johnson,morgan.johnson@globex.io,starter,eu,93,2024-08-12,2024-09-26,churned,2024-10-19,,,2026-05-05T00:43:38.486819+00:00
425102f7,a472f0a0,Morgan Davis,morgan.davis@initech.net,growth,us-east,407,2024-01-17,2024-12-19,active,,,,2026-05-05T00:43:38.486827+00:00
347ab6a6,b6f7110e,Quinn Garcia,quinn.garcia@initech.net,enterprise,us-east,1493,2024-09-28,2025-05-01,,,,,2026-05-05T00:43:38.486835+00:00
695ea882,d9c139ba,Quinn Johnson,quinn.johnson@initech.net,starter,apac,94,2024-09-12,2025-07-02,churned,2025-08-16,,,2026-05-05T00:43:38.486843+00:00
ec1579ee,dfe8bf2f,Taylor Johnson,taylor.johnson@globex.io,starter,us-west,50,2024-05-26,2025-03-01,,,108,,2026-05-05T00:43:38.486851+00:00
f4db475f,9c7aff35,Riley Johnson,riley.johnson@cyberdyne.tech,enterprise,eu,1503,2024-02-14,,active,,,,2026-05-05T00:43:38.486859+00:00
6c3349f4,fbed04e8,Taylor Johnson,taylor.johnson@globex.io,starter,apac,109,2024-03-30,2024-10-29,,2024-11-13,,,2026-05-05T00:43:38.486868+00:00
7101b17c,936a2970,Riley Davis,riley.davis@cyberdyne.tech,starter,us-east,100,2024-10-10,2025-08-27,active,,,,2026-05-05T00:43:38.486876+00:00
b0c02b03,a9771076,Quinn Miller,quinn.miller@cyberdyne.tech,starter,eu,98,2024-07-22,2025-04-21,active,,,,2026-05-05T00:43:38.486883+00:00
f99476d7,c9431dcb,Riley Williams,riley.williams@cyberdyne.tech,enterprise,us-west,1491,2024-08-18,2025-05-11,churned,2025-05-22,,,2026-05-05T00:43:38.486892+00:00
084f8511,4b92c4b7,Morgan Jones,morgan.jones@globex.io,growth,us-west,405,2024-01-29,2024-04-29,active,,,,2026-05-05T00:43:38.486900+00:00
828734b9,d264bbc1,Casey Brown,casey.brown@cyberdyne.tech,growth,eu,405,2024-05-25,,active,,,,2026-05-05T00:43:38.486907+00:00
0c147a8e,ba5f99b3,Morgan Williams,morgan.williams@globex.io,enterprise,eu,1506,2024-02-17,2024-11-28,churned,2025-01-05,,,2026-05-05T00:43:38.486916+00:00
c4f5c741,d5e674ad,Alex Jones,alex.jones@globex.io,enterprise,us-east,,2024-01-15,2024-03-24,churned,2024-04-19,,,2026-05-05T00:43:38.486924+00:00
0ebc4ec2,96c81905,Casey Davis,casey.davis@globex.io,growth,eu,50,2024-10-06,2025-03-31,downgraded,,409,,2026-05-05T00:43:38.486932+00:00
7db37041,ca18fba9,Dana Miller,dana.miller@umbrella.co,growth,eu,391,2024-01-31,2024-05-18,active,,,,2026-05-05T00:43:38.486940+00:00
c003ad14,398f256b,Riley Miller,riley.miller@globex.io,enterprise,us-east,1493,2024-06-09,2024-12-17,churned,2025-01-18,,,2026-05-05T00:43:38.486948+00:00
