subscription_id,customer_id,customer_name,customer_email,plan,region,mrr,subscription_start,subscription_end,status,churned_at,downgraded_from_mrr,expanded_to_mrr,recorded_at
1e1c689b,727b8988,Riley Jones,riley.jones@initech.net,growth,apac,392,2024-05-01,2024-12-10,active,,,,2026-05-05T00:43:38.486212+00:00
f5548538,de994c6a,Quinn Garcia,quinn.garcia@globex.io,starter,us-east,108,2024-02-13,2024-08-17,churned,2024-09-29,,,2026-05-05T00:43:38.486617+00:00
bdd332c1,4aa92565,Riley Garcia,riley.garcia@globex.io,enterprise,apac,399,2024-03-09,2024-04-28,downgraded,,1499,,2026-05-05T00:43:38.486755+00:00
3f8cb2cc,b51e15ab,Quinn Smith,quinn.smith@acme.com,enterprise,us-west,1498,2024-01-24,2024-06-12,active,,,,2026-05-05T00:43:38.486484+00:00
df929b92,97d517e0,Morgan Miller,morgan.miller@acme.com,growth,us-east,400,2024-01-04,2024-05-03,active,,,,2026-05-05T00:43:38.486444+00:00
fc3103fc,040c84a6,Riley Johnson,riley.johnson@umbrella.co,starter,apac,106,2024-01-31,2024-12-24,active,,,,2026-05-05T00:43:38.486412+00:00
f620c3b0,262ecb1f,Riley Brown,riley.brown@globex.io,enterprise,us-east,1495,2024-01-11,2024-03-04,churned,2024-03-17,,,2026-05-05T00:43:38.486321+00:00
ccbf671b,ef1a46ff,Dana Brown,dana.brown@initech.net,starter,eu,100,2024-04-21,2025-01-01,active,,,,2026-05-05T00:43:38.486304+00:00
13c002e7,8c175567,Riley Miller,riley.miller@cyberdyne.tech,starter,apac,93,2024-05-20,2025-05-02,active,,,,2026-05-05T00:43:38.486379+00:00
1dee926a,7af84537,Morgan Williams,morgan.williams@acme.com,growth,us-east,404,2024-04-08,2024-08-29,active,,,,2026-05-05T00:43:38.486633+00:00
dbfaf1bb,982f24c3,Jordan Jones,jordan.jones@initech.net,starter,us-west,107,2024-07-05,2024-10-08,churned,2024-10-19,,,2026-05-05T00:43:38.486237+00:00
5a63af4f,2511181c,Jordan Brown,jordan.brown@cyberdyne.tech,starter,apac,98,2024-09-09,2024-12-05,active,,,,2026-05-05T00:43:38.486288+00:00
878d351e,35ae9658,Dana Miller,dana.miller@acme.com,starter,eu,101,2024-09-20,2024-10-18,active,,,,2026-05-05T00:43:38.486066+00:00
1ea7dc17,a015b297,Jordan Miller,jordan.miller@initech.net,starter,eu,102,2024-10-28,2025-06-18,churned,2025-07-02,,,2026-05-05T00:43:38.486527+00:00
2d421d13,5b293582,Dana Davis,dana.davis@acme.com,growth,us-west,50,2024-08-06,2024-10-28,downgraded,,401,,2026-05-05T00:43:38.486370+00:00
47d2189e,1da70271,Casey Garcia,casey.garcia@acme.com,enterprise,us-west,1490,2024-05-27,2025-04-27,churned,2025-05-10,,,2026-05-05T00:43:38.486420+00:00
35e89972,b5e567d6,Riley Johnson,riley.johnson@initech.net,starter,us-east,100,2024-04-24,2024-06-05,churned,2024-06-13,,,2026-05-05T00:43:38.486697+00:00
76c29261,16c54145,Dana Smith,dana.smith@globex.io,starter,us-west,103,2024-02-21,2024-12-14,active,,,,2026-05-05T00:43:38.486144+00:00
79a5dd42,21fd3dd1,Riley Jones,riley.jones@acme.com,growth,apac,400,2024-01-25,2025-01-22,churned,2025-02-18,,,2026-05-05T00:43:38.486778+00:00
84353bf4,6d59e6e9,Jordan Brown,jordan.brown@initech.net,enterprise,us-east,1504,2024-10-04,2024-11-19,expanded,,,2004,2026-05-05T00:43:38.486161+00:00
b8271d3a,7cba2059,Morgan Brown,morgan.brown@cyberdyne.tech,growth,us-west,400,2024-07-10,2025-03-15,active,,,,2026-05-05T00:43:38.486176+00:00
853bc351,5f138cb7,Casey Johnson,casey.johnson@acme.com,growth,apac,390,2024-01-30,2024-09-02,churned,2024-10-04,,,2026-05-05T00:43:38.486569+00:00
1730cf46,9a58051f,Jordan Brown,jordan.brown@cyberdyne.tech,enterprise,eu,1499,2024-05-08,2024-06-18,churned,2024-06-19,,,2026-05-05T00:43:38.486033+00:00
6fc09e80,2e544a9b,Dana Johnson,dana.johnson@cyberdyne.tech,growth,apac,405,2024-10-03,2025-07-10,active,,,,2026-05-05T00:43:38.486024+00:00
7634f6b5,a6cf5875,Quinn Johnson,quinn.johnson@initech.net,starter,apac,105,2024-02-28,2024-09-19,churned,2024-10-26,,,2026-05-05T00:43:38.486477+00:00
f275889f,4a6cf580,Taylor Garcia,taylor.garcia@globex.io,enterprise,us-east,1495,2024-10-27,2025-03-14,churned,2025-04-21,,,2026-05-05T00:43:38.486330+00:00
e9bb0465,01734217,Jordan Smith,jordan.smith@globex.io,enterprise,us-east,1499,2024-10-17,2025-09-15,active,,,,2026-05-05T00:43:38.486460+00:00
99b62506,0b1aa12d,Jordan Johnson,jordan.johnson@acme.com,growth,eu,393,2024-08-30,2024-10-31,active,,,,2026-05-05T00:43:38.486404+00:00
a6f43d25,25ad549d,Jordan Davis,jordan.davis@initech.net,starter,eu,101,2024-01-08,2024-06-19,churned,2024-08-01,,,2026-05-05T00:43:38.486263+00:00
df929b92,97d517e0,Morgan Miller,morgan.miller@acme.com,growth,us-east,400,2024-01-04,2024-05-03,active,,,,2026-05-05T00:43:38.486444+00:00
878d351e,35ae9658,Dana Miller,dana.miller@acme.com,starter,eu,101,2024-09-20,2024-10-18,active,,,,2026-05-05T00:43:38.486066+00:00
13c002e7,8c175567,Riley Miller,riley.miller@cyberdyne.tech,starter,apac,93,2024-05-20,2025-05-02,active,,,,2026-05-05T00:43:38.486379+00:00
0b3806c5,626b2e45,Dana Jones,dana.jones@globex.io,enterprise,apac,1490,2024-03-30,2024-12-23,expanded,,,1790,2026-05-05T00:43:38.486041+00:00
0e0dafcd,9e7ce08f,Casey Miller,casey.miller@cyberdyne.tech,enterprise,us-west,1507,2024-08-13,2025-05-04,active,,,,2026-05-05T00:43:38.486665+00:00
8dad8d76,9b704789,Morgan Garcia,morgan.garcia@initech.net,growth,apac,50,2024-09-24,2025-08-30,downgraded,,405,,2026-05-05T00:43:38.486593+00:00
ffec1e83,adab02d4,Dana Johnson,dana.johnson@umbrella.co,growth,apac,408,2024-10-18,2025-04-11,churned,2025-05-25,,,2026-05-05T00:43:38.486017+00:00
6cf00087,47576699,Alex Garcia,alex.garcia@cyberdyne.tech,growth,apac,403,2024-06-04,2024-11-19,active,,,,2026-05-05T00:43:38.486560+00:00
0bdd7287,07c0b4bd,Jordan Jones,jordan.jones@globex.io,starter,us-east,106,2024-09-27,2025-05-29,active,,,,2026-05-05T00:43:38.486713+00:00
4dc37c3c,2caa3581,Alex Miller,alex.miller@cyberdyne.tech,growth,apac,400,2024-01-14,2024-09-10,active,,,,2026-05-05T00:43:38.486688+00:00
b3f7efd1,453cf0b4,Morgan Jones,morgan.jones@globex.io,growth,us-west,392,2024-10-05,2025-02-25,active,,,,2026-05-05T00:43:38.486008+00:00
8c02c4d8,74503ca2,Jordan Williams,jordan.williams@initech.net,growth,apac,397,2024-03-17,2024-10-01,active,,,,2026-05-05T00:43:38.486609+00:00
efce15bd,58ff69d2,Quinn Johnson,quinn.johnson@initech.net,growth,eu,399,2024-08-20,2025-04-09,active,,,,2026-05-05T00:43:38.486394+00:00
0e76e64e,68afc78a,Jordan Davis,jordan.davis@umbrella.co,enterprise,us-east,1502,2024-09-26,2024-12-21,churned,2025-01-22,,,2026-05-05T00:43:38.486354+00:00
adcc16de,e848cfc7,Casey Williams,casey.williams@initech.net,starter,eu,50,2024-07-06,2025-05-01,downgraded,,106,,2026-05-05T00:43:38.486246+00:00
bdb26950,143654f8,Casey Smith,casey.smith@initech.net,starter,apac,97,2024-07-31,2025-02-18,churned,2025-03-27,,,2026-05-05T00:43:38.486112+00:00
3856ac51,d475f9f7,Riley Garcia,riley.garcia@acme.com,enterprise,us-west,1504,2024-04-24,2024-07-16,churned,2024-08-21,,,2026-05-05T00:43:38.486428+00:00
14661789,c748c9fe,Taylor Jones,taylor.jones@cyberdyne.tech,enterprise,eu,1504,2024-08-14,2024-10-07,active,,,,2026-05-05T00:43:38.486075+00:00
4fb18859,1bf41df9,Quinn Brown,quinn.brown@cyberdyne.tech,starter,apac,96,2024-03-01,2025-01-08,active,,,,2026-05-05T00:43:38.485973+00:00
5b66d606,e973d716,Jordan Brown,jordan.brown@initech.net,starter,us-west,91,2024-09-18,2025-09-05,active,,,,2026-05-05T00:43:38.486535+00:00
1ca903f8,608e2c92,Dana Smith,dana.smith@acme.com,growth,us-west,404,2024-03-12,2024-12-05,active,,,,2026-05-05T00:43:38.486705+00:00
1f426688,f9e49ee9,Quinn Davis,quinn.davis@cyberdyne.tech,enterprise,eu,1491,2024-05-19,2025-01-28,active,,,,2026-05-05T00:43:38.486468+00:00
e4951961,206b9487,Taylor Jones,taylor.jones@umbrella.co,enterprise,eu,1298,2024-08-17,2025-01-11,downgraded,,1498,,2026-05-05T00:43:38.486657+00:00
79809b97,1e40b17b,Riley Johnson,riley.johnson@initech.net,growth,apac,408,2024-01-27,2025-01-12,active,,,,2026-05-05T00:43:38.486601+00:00
0ad6b987,771490e4,Dana Jones,dana.jones@globex.io,growth,us-west,389,2024-10-16,2024-12-08,churned,2024-12-30,,,2026-05-05T00:43:38.486221+00:00
a18be12e,d85f257f,Taylor Davis,taylor.davis@acme.com,enterprise,eu,1501,2024-07-09,2024-09-30,churned,2024-11-04,,,2026-05-05T00:43:38.486271+00:00
c94113a5,d329fe50,Jordan Davis,jordan.davis@cyberdyne.tech,starter,us-west,102,2024-08-22,2024-10-21,active,,,,2026-05-05T00:43:38.486720+00:00
ffec1e83,adab02d4,Dana Johnson,dana.johnson@umbrella.co,growth,apac,408,2024-10-18,2025-04-11,churned,2025-05-25,,,2026-05-05T00:43:38.486017+00:00
4a2c5839,c4e2fda1,Riley Smith,riley.smith@globex.io,starter,us-west,100,2024-05-01,2025-03-26,active,,,,2026-05-05T00:43:38.486346+00:00
5848e61c,af83e739,Jordan Williams,jordan.williams@acme.com,starter,apac,103,2024-02-22,2024-09-12,active,,,,2026-05-05T00:43:38.486585+00:00
4f2b3269,d5c98dbb,Casey Smith,casey.smith@umbrella.co,growth,us-east,209,2024-05-10,2025-01-28,downgraded,,409,,2026-05-05T00:43:38.486195+00:00
0ad6b987,771490e4,Dana Jones,dana.jones@globex.io,growth,us-west,389,2024-10-16,2024-12-08,churned,2024-12-30,,,2026-05-05T00:43:38.486221+00:00
2810b4cc,66a8b593,Quinn Davis,quinn.davis@initech.net,starter,eu,105,2024-04-20,2024-11-26,active,,,,2026-05-05T00:43:38.486452+00:00
d9bdea09,fda1c533,Riley Johnson,riley.johnson@umbrella.co,growth,apac,306,2024-04-27,2025-02-05,downgraded,,406,,2026-05-05T00:43:38.486500+00:00
ee65a90e,d3257dea,Jordan Brown,jordan.brown@umbrella.co,enterprise,us-west,1508,2024-08-08,2024-10-25,active,,,,2026-05-05T00:43:38.486387+00:00
ab512e66,5d646244,Alex Davis,alex.davis@acme.com,enterprise,eu,1504,2024-05-27,2025-01-15,active,,,,2026-05-05T00:43:38.486056+00:00
792f5b17,2304592a,Alex Johnson,alex.johnson@globex.io,growth,us-east,407,2024-08-07,2025-02-07,churned,2025-02-23,,,2026-05-05T00:43:38.485982+00:00
216202f1,94f675af,Jordan Williams,jordan.williams@umbrella.co,starter,eu,96,2024-02-28,2024-11-18,expanded,,,396,2026-05-05T00:43:38.486095+00:00
9083c5b2,ab565d37,Morgan Miller,morgan.miller@acme.com,growth,eu,50,2024-08-02,2025-06-26,downgraded,,406,,2026-05-05T00:43:38.486297+00:00
5c349f2f,5f83b9fc,Morgan Johnson,morgan.johnson@acme.com,enterprise,apac,1495,2024-05-08,2025-05-08,active,,,,2026-05-05T00:43:38.486229+00:00
e9bb0465,01734217,Jordan Smith,jordan.smith@globex.io,enterprise,us-east,1499,2024-10-17,2025-09-15,active,,,,2026-05-05T00:43:38.486460+00:00
79c307a0,d068ded5,Quinn Miller,quinn.miller@umbrella.co,starter,apac,103,2024-02-09,2024-08-15,active,,,,2026-05-05T00:43:38.486510+00:00
f0652349,2db9cd06,Jordan Smith,jordan.smith@umbrella.co,starter,us-west,97,2024-05-28,2024-12-09,churned,2024-12-20,,,2026-05-05T00:43:38.486492+00:00
ecc03c49,9f89f470,Morgan Davis,morgan.davis@acme.com,enterprise,eu,1501,2024-07-16,2025-07-12,active,,,,2026-05-05T00:43:38.486136+00:00
b6af1a6a,d9e7fc78,Quinn Davis,quinn.davis@initech.net,starter,us-west,99,2024-06-07,2025-03-25,active,,,,2026-05-05T00:43:38.486770+00:00
458d2699,bf4755f4,Morgan Jones,morgan.jones@acme.com,growth,us-east,392,2024-02-21,2024-11-02,active,,,,2026-05-05T00:43:38.486169+00:00
ccbf671b,ef1a46ff,Dana Brown,dana.brown@initech.net,starter,eu,100,2024-04-21,2025-01-01,active,,,,2026-05-05T00:43:38.486304+00:00
7275da33,ce2f6167,Alex Garcia,alex.garcia@globex.io,enterprise,us-east,1493,2024-05-29,2025-01-31,churned,2025-02-11,,,2026-05-05T00:43:38.486730+00:00
87668722,4bfe4251,Dana Brown,dana.brown@initech.net,growth,us-west,407,2024-10-10,2024-11-28,churned,2024-12-30,,,2026-05-05T00:43:38.486577+00:00
119da8ee,4bf7064c,Quinn Jones,quinn.jones@globex.io,enterprise,us-east,1509,2024-07-02,2024-08-30,expanded,,,1809,2026-05-05T00:43:38.486313+00:00
950a48da,31bc7611,Jordan Williams,jordan.williams@globex.io,enterprise,eu,399,2024-02-28,2024-11-21,downgraded,,1499,,2026-05-05T00:43:38.486254+00:00
