subscription_id,customer_id,customer_name,customer_email,plan,region,mrr,subscription_start,subscription_end,status,churned_at,downgraded_from_mrr,expanded_to_mrr,recorded_at
65c844cd,4768f568,Jordan Jones,jordan.jones@cyberdyne.tech,starter,eu,97,2024-09-13,2025-01-10,churned,2025-01-19,,,2026-05-04T20:43:38.485420
e9b7a409,99b51c73,Riley Davis,riley.davis@acme.com,starter,eu,106,2024-09-28,2024-10-26,active,,,,2026-05-04T20:43:38.485428
924ade7e,54b90948,Jordan Johnson,jordan.johnson@umbrella.co,growth,us-west,196,2024-01-30,2024-06-29,downgraded,,396,,2026-05-04T20:43:38.485436
300b526b,3e80d012,Casey Miller,casey.miller@globex.io,enterprise,us-west,1504,2024-10-08,2025-01-28,expanded,,,2004,2026-05-04T20:43:38.485445
ba404637,9cfb9145,Riley Davis,riley.davis@cyberdyne.tech,enterprise,us-west,1498,2024-07-23,2025-07-18,active,,,,2026-05-04T20:43:38.485453
0d539aac,41b6f684,Taylor Brown,taylor.brown@acme.com,starter,us-east,91,2024-06-22,2024-07-30,active,,,,2026-05-04T20:43:38.485461
ebeefba3,07d7aeff,Jordan Brown,jordan.brown@initech.net,starter,us-west,91,2024-01-17,2024-08-01,churned,2024-08-14,,,2026-05-04T20:43:38.485470
e408a218,51f1f0c2,Taylor Davis,taylor.davis@umbrella.co,enterprise,us-east,1507,2024-10-22,2025-07-19,active,,,,2026-05-04T20:43:38.485480
1bb1d8e9,7aaba330,Quinn Davis,quinn.davis@acme.com,enterprise,us-east,1502,2024-06-30,2025-03-01,churned,2025-04-11,,,2026-05-04T20:43:38.485489
dc8be50b,bb4f4803,Taylor Brown,taylor.brown@globex.io,starter,us-west,101,2024-06-22,2024-09-13,active,,,,2026-05-04T20:43:38.485497
88b125f6,51bef4d6,Taylor Johnson,taylor.johnson@umbrella.co,growth,us-east,294,2024-05-22,2025-02-10,downgraded,,394,,2026-05-04T20:43:38.485505
add27b05,41b52e48,Taylor Williams,taylor.williams@umbrella.co,enterprise,us-west,1506,2024-01-08,2024-03-23,active,,,,2026-05-04T20:43:38.485513
d3ecf78c,533dfb3a,Alex Miller,alex.miller@initech.net,growth,eu,390,2024-03-25,2024-11-02,expanded,,,690,2026-05-04T20:43:38.485522
a07676b1,cf9837f7,Taylor Jones,taylor.jones@globex.io,growth,us-east,406,2024-09-06,2024-12-22,expanded,,,906,2026-05-04T20:43:38.485530
790a1729,a032351b,Dana Williams,dana.williams@acme.com,enterprise,us-west,1499,2024-01-30,2024-03-23,expanded,,,1599,2026-05-04T20:43:38.485538
0d592dd2,81ca62ed,Quinn Johnson,quinn.johnson@cyberdyne.tech,starter,us-east,108,2024-02-04,2024-07-01,active,,,,2026-05-04T20:43:38.485546
3fd6d182,a771c3f1,Riley Jones,riley.jones@globex.io,enterprise,us-west,1491,2024-08-02,2025-08-01,churned,2025-08-21,,,2026-05-04T20:43:38.485555
7513fa1c,3aebf8fc,Casey Davis,casey.davis@initech.net,growth,us-east,401,2024-03-08,2025-03-01,expanded,,,501,2026-05-04T20:43:38.485563
f0a13a04,b7f9093f,Jordan Brown,jordan.brown@cyberdyne.tech,growth,eu,408,2024-10-15,2025-01-02,active,,,,2026-05-04T20:43:38.485571
dd40701e,393cd3bd,Morgan Davis,morgan.davis@cyberdyne.tech,starter,us-east,96,2024-07-08,2024-12-28,churned,2025-02-05,,,2026-05-04T20:43:38.485579
412e1bac,8181b07c,Morgan Jones,morgan.jones@acme.com,enterprise,eu,1306,2024-06-02,2024-08-22,downgraded,,1506,,2026-05-04T20:43:38.485587
954b56f2,49350947,Taylor Jones,taylor.jones@cyberdyne.tech,growth,us-east,408,2024-04-17,2024-11-06,active,,,,2026-05-04T20:43:38.485595
2efff8a5,ab5fe906,Alex Smith,alex.smith@initech.net,starter,eu,109,2024-08-04,2025-01-20,churned,2025-03-01,,,2026-05-04T20:43:38.485603
058d648c,b9029c6a,Alex Johnson,alex.johnson@acme.com,starter,us-west,103,2024-10-09,2025-06-12,expanded,,,603,2026-05-04T20:43:38.485612
44e2fcc6,cd3c7731,Morgan Miller,morgan.miller@globex.io,enterprise,eu,1490,2024-07-08,2025-05-30,active,,,,2026-05-04T20:43:38.485619
2ccf4790,429604f7,Jordan Garcia,jordan.garcia@cyberdyne.tech,starter,us-west,50,2024-04-17,2024-09-19,downgraded,,100,,2026-05-04T20:43:38.485628
64e8ab86,8a93333e,Alex Williams,alex.williams@initech.net,starter,us-west,94,2024-03-31,2024-11-25,churned,2024-12-21,,,2026-05-04T20:43:38.485637
b834f859,bd62b0e8,Alex Davis,alex.davis@globex.io,growth,apac,394,2024-02-25,2024-10-05,active,,,,2026-05-04T20:43:38.485645
7b854434,f791cd71,Alex Brown,alex.brown@umbrella.co,growth,us-east,398,2024-04-26,2024-09-15,active,,,,2026-05-04T20:43:38.485653
64dbed6d,3a16b2bd,Riley Smith,riley.smith@acme.com,growth,us-west,50,2024-09-17,2025-05-07,downgraded,,400,,2026-05-04T20:43:38.485661
f2014b0d,f8fdf031,Quinn Garcia,quinn.garcia@initech.net,enterprise,us-east,1497,2024-01-20,2024-04-12,active,,,,2026-05-04T20:43:38.485669
e026286d,5fc683ee,Alex Miller,alex.miller@acme.com,growth,us-west,407,2024-04-07,2024-09-12,active,,,,2026-05-04T20:43:38.485677
a0371e6f,5ca87dc0,Riley Johnson,riley.johnson@initech.net,growth,apac,402,2024-02-05,2024-08-20,active,,,,2026-05-04T20:43:38.485685
82cb190f,c41ab00f,Morgan Brown,morgan.brown@umbrella.co,growth,us-west,401,2024-05-31,2025-04-07,churned,2025-05-01,,,2026-05-04T20:43:38.485693
afc5b2d0,a062935c,Alex Jones,alex.jones@initech.net,enterprise,eu,1507,2024-06-03,2025-01-24,active,,,,2026-05-04T20:43:38.485701
b7f10af6,f90a88cf,Dana Williams,dana.williams@acme.com,growth,eu,403,2024-08-14,2024-12-29,active,,,,2026-05-04T20:43:38.485709
5e0ac20e,ef66ba02,Taylor Williams,taylor.williams@acme.com,starter,apac,96,2024-06-07,2024-10-28,active,,,,2026-05-04T20:43:38.485718
811451b8,99be9466,Taylor Miller,taylor.miller@umbrella.co,enterprise,us-west,1491,2024-08-21,2025-04-18,active,,,,2026-05-04T20:43:38.485726
3f585638,93bbad81,Taylor Williams,taylor.williams@cyberdyne.tech,enterprise,us-west,1489,2024-02-24,2024-10-26,active,,,,2026-05-04T20:43:38.485735
27ab2f94,38be4d01,Riley Davis,riley.davis@cyberdyne.tech,starter,apac,50,2024-03-09,2024-11-29,downgraded,,103,,2026-05-04T20:43:38.485743
988f7f3f,52a8d176,Taylor Jones,taylor.jones@cyberdyne.tech,starter,us-west,104,2024-08-18,2025-01-25,active,,,,2026-05-04T20:43:38.485751
d87a2ec1,b88d06b5,Taylor Jones,taylor.jones@initech.net,growth,us-east,403,2024-02-09,2024-08-01,active,,,,2026-05-04T20:43:38.485758
0020c958,b3c73dbb,Morgan Brown,morgan.brown@acme.com,starter,eu,93,2024-04-28,2024-12-08,active,,,,2026-05-04T20:43:38.485766
d097a937,c0e0c878,Taylor Miller,taylor.miller@umbrella.co,enterprise,apac,1403,2024-07-31,2024-09-28,downgraded,,1503,,2026-05-04T20:43:38.485775
cc138b1a,d9c7db08,Quinn Miller,quinn.miller@cyberdyne.tech,growth,us-west,389,2024-06-29,2024-12-26,churned,2025-01-29,,,2026-05-04T20:43:38.485784
82bee208,00f0c660,Dana Smith,dana.smith@umbrella.co,growth,apac,396,2024-05-19,2025-01-25,active,,,,2026-05-04T20:43:38.485791
12775f1c,753709b1,Alex Miller,alex.miller@cyberdyne.tech,enterprise,us-east,1494,2024-08-27,2024-11-28,churned,2024-11-29,,,2026-05-04T20:43:38.485802
def4df0d,3c0f2bc4,Morgan Smith,morgan.smith@initech.net,enterprise,us-west,1502,2024-03-10,2024-11-29,active,,,,2026-05-04T20:43:38.485811
2dc748e5,29377f24,Casey Miller,casey.miller@initech.net,growth,us-east,50,2024-06-21,2025-01-29,downgraded,,399,,2026-05-04T20:43:38.485820
3db95ce5,a33f1c46,Taylor Johnson,taylor.johnson@acme.com,enterprise,us-west,1506,2024-01-27,2024-08-21,churned,2024-09-05,,,2026-05-04T20:43:38.485828
2b3acf9f,933ed2a4,Morgan Davis,morgan.davis@acme.com,starter,apac,108,2024-03-19,2024-08-16,churned,2024-08-29,,,2026-05-04T20:43:38.485836
fa49ff01,47f0fb8c,Jordan Williams,jordan.williams@initech.net,enterprise,us-east,1497,2024-07-07,2024-10-28,active,,,,2026-05-04T20:43:38.485845
bbb6fd5d,436ae519,Taylor Johnson,taylor.johnson@cyberdyne.tech,growth,us-west,407,2024-07-11,2025-02-27,churned,2025-04-08,,,2026-05-04T20:43:38.485853
badbf64d,f892d66b,Alex Garcia,alex.garcia@cyberdyne.tech,starter,eu,98,2024-03-02,2025-01-13,active,,,,2026-05-04T20:43:38.485861
062282c3,2c11dde4,Quinn Davis,quinn.davis@acme.com,starter,eu,105,2024-06-23,2024-07-27,active,,,,2026-05-04T20:43:38.485869
691ba0d3,f02a8ea1,Morgan Jones,morgan.jones@cyberdyne.tech,enterprise,apac,403,2024-03-19,2024-11-24,downgraded,,1503,,2026-05-04T20:43:38.485877
4f71ea08,266c3556,Taylor Johnson,taylor.johnson@initech.net,growth,apac,207,2024-05-17,2024-11-26,downgraded,,407,,2026-05-04T20:43:38.485885
36bd44a4,97f87f8f,Alex Davis,alex.davis@initech.net,enterprise,us-west,1508,2024-07-13,2025-01-29,active,,,,2026-05-04T20:43:38.485893
b7ec9e44,17810318,Casey Smith,casey.smith@cyberdyne.tech,growth,us-west,397,2024-06-23,2024-12-11,expanded,,,497,2026-05-04T20:43:38.485901
4e09542f,5e2d5bb8,Taylor Davis,taylor.davis@umbrella.co,enterprise,us-east,1502,2024-09-07,2025-07-16,active,,,,2026-05-04T20:43:38.485908
0533a1c8,18082731,Taylor Jones,taylor.jones@cyberdyne.tech,starter,eu,98,2024-04-23,2024-12-14,active,,,,2026-05-04T20:43:38.485916
fb65c3b7,ea2b6109,Dana Jones,dana.jones@initech.net,growth,us-east,406,2024-06-18,2025-01-12,active,,,,2026-05-04T20:43:38.485924
76f9640a,ab064b59,Morgan Brown,morgan.brown@globex.io,enterprise,eu,1495,2024-06-10,2024-09-07,churned,2024-09-24,,,2026-05-04T20:43:38.485933
eee5cd50,0c32449b,Riley Williams,riley.williams@initech.net,starter,us-west,95,2024-05-31,2024-10-22,active,,,,2026-05-04T20:43:38.485941
8364db64,91a2c3ac,Casey Williams,casey.williams@umbrella.co,growth,us-east,390,2024-01-28,2024-12-04,active,,,,2026-05-04T20:43:38.485949
b2a0e760,019b76de,Dana Garcia,dana.garcia@globex.io,enterprise,apac,1498,2024-08-28,2025-05-28,expanded,,,1798,2026-05-04T20:43:38.485957
952eed99,765f3180,Jordan Smith,jordan.smith@globex.io,starter,eu,91,2024-07-24,2025-04-29,active,,,,2026-05-04T20:43:38.485965
4fb18859,1bf41df9,Quinn Brown,quinn.brown@cyberdyne.tech,starter,apac,96,2024-03-01,2025-01-08,active,,,,2026-05-04T20:43:38.485973
792f5b17,2304592a,Alex Johnson,alex.johnson@globex.io,growth,us-east,407,2024-08-07,2025-02-07,churned,2025-02-23,,,2026-05-04T20:43:38.485982
f764dd31,96bf75ad,Jordan Williams,jordan.williams@acme.com,starter,apac,96,2024-03-29,2025-02-02,active,,,,2026-05-04T20:43:38.485991
6f0f5d69,d915ab24,Casey Davis,casey.davis@acme.com,growth,us-west,390,2024-04-28,2024-10-20,churned,2024-11-05,,,2026-05-04T20:43:38.486000
b3f7efd1,453cf0b4,Morgan Jones,morgan.jones@globex.io,growth,us-west,392,2024-10-05,2025-02-25,active,,,,2026-05-04T20:43:38.486008
ffec1e83,adab02d4,Dana Johnson,dana.johnson@umbrella.co,growth,apac,408,2024-10-18,2025-04-11,churned,2025-05-25,,,2026-05-04T20:43:38.486017
6fc09e80,2e544a9b,Dana Johnson,dana.johnson@cyberdyne.tech,growth,apac,405,2024-10-03,2025-07-10,active,,,,2026-05-04T20:43:38.486024
1730cf46,9a58051f,Jordan Brown,jordan.brown@cyberdyne.tech,enterprise,eu,1499,2024-05-08,2024-06-18,churned,2024-06-19,,,2026-05-04T20:43:38.486033
0b3806c5,626b2e45,Dana Jones,dana.jones@globex.io,enterprise,apac,1490,2024-03-30,2024-12-23,expanded,,,1790,2026-05-04T20:43:38.486041
722872a1,8ae39368,Riley Garcia,riley.garcia@acme.com,starter,apac,50,2024-06-27,2025-02-19,downgraded,,104,,2026-05-04T20:43:38.486049
ab512e66,5d646244,Alex Davis,alex.davis@acme.com,enterprise,eu,1504,2024-05-27,2025-01-15,active,,,,2026-05-04T20:43:38.486056
878d351e,35ae9658,Dana Miller,dana.miller@acme.com,starter,eu,101,2024-09-20,2024-10-18,active,,,,2026-05-04T20:43:38.486066
14661789,c748c9fe,Taylor Jones,taylor.jones@cyberdyne.tech,enterprise,eu,1504,2024-08-14,2024-10-07,active,,,,2026-05-04T20:43:38.486075
b69131fa,f5ab9843,Taylor Williams,taylor.williams@initech.net,growth,apac,404,2024-03-03,2024-04-14,churned,2024-05-19,,,2026-05-04T20:43:38.486083
216202f1,94f675af,Jordan Williams,jordan.williams@umbrella.co,starter,eu,96,2024-02-28,2024-11-18,expanded,,,396,2026-05-04T20:43:38.486095
9f3ade5a,6a1c7403,Dana Williams,dana.williams@umbrella.co,growth,us-west,404,2024-08-29,2025-01-28,active,,,,2026-05-04T20:43:38.486103
bdb26950,143654f8,Casey Smith,casey.smith@initech.net,starter,apac,97,2024-07-31,2025-02-18,churned,2025-03-27,,,2026-05-04T20:43:38.486112
e66d598d,ebe84d8f,Riley Garcia,riley.garcia@cyberdyne.tech,starter,apac,103,2024-10-02,2025-07-04,churned,2025-07-28,,,2026-05-04T20:43:38.486121
15939403,122785ae,Quinn Brown,quinn.brown@umbrella.co,growth,apac,395,2024-05-02,2025-03-18,active,,,,2026-05-04T20:43:38.486129
